node,lidvid,product_class,superseded
PDS_PPI,urn:nasa:pds:maven.lpw.derived:data.w.n::5.15,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.insitu.calibrated:data.kp::30.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.calibrated:data.sky::1.25,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.e12burstmf::7.1,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.insitu.calibrated:data.kp::27.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.e12bursthf::7.5,Product_Collection,true
PDS_PPI,urn:nasa:pds:lro-crater:data-cal-hk::1.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.db_1024tof::4.13,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.c8_32e16d::4.13,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.adr::3.21,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.hsbmhf::3.20,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.swp1::3.21,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.euv.modelled:data.daily.spectra::22.5,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d4_4d16a2m::4.25,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d9_12r64e::4.25,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.db_1024tof::4.25,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.hsbmhf::3.18,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.raw:browse.bro::1.32,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.sep.calibrated:data.anc::1.10,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.coarse_svy_3d::2.1,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.raw:calibration.tro::1.15,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.swp1::3.13,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swea.calibrated:data.arc_pad::4.4,Product_Collection,true
PDS_PPI,urn:nasa:pds:galileo-ppr-prejup-derived:document::1.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swea.calibrated:data.svy_pad::4.2,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.fine_svy_3d::2.4,Product_Collection,true
PDS_PPI,urn:nasa:pds:mess-epps-fips-derived:data-fluxmap::1.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:mess-epps-fips-derived:data-erpchang::1.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.pas::4.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.coarse_arc_3d::2.13,Product_Collection,true
PDS_PPI,urn:nasa:pds:insight-ifg-mars:data-ifg-calibrated::4.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.sep.calibrated:data.spec::2.19,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.sep.calibrated:data.counts::2.19,Product_Collection,true
PDS_ATM,urn:nasa:pds:insight_ps:document::10.0,Product_Collection,true
PDS_ATM,urn:nasa:pds:insight_twins:data_calibrated::5.0,Product_Collection,true
PDS_ATM,urn:nasa:pds:insight_ps:data_raw::5.0,Product_Collection,true
PDS_ATM,urn:nasa:pds:mars2020_moxie:data_raw::4.0,Product_Collection,true
PDS_ATM,urn:nasa:pds:mars2020_meda:data_partially_processed_env::1.0,Product_Collection,true
PDS_ATM,urn:nasa:pds:junocam_atm-ml-calib:data_mosaics::1.0,Product_Collection,true
PDS_ATM,urn:nasa:pds:lab.hydrocarbon_spectra:context::1.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:insight_seis:data_derived::2.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:mars2020_rimfax:data_hk::2.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:insight_rise_raw:trk234_trknav::12.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:mars2020_mission:document::12.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:mars2020_sherloc:document::1.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:mars2020_sherloc:data_raw::1.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:mars2020_sherloc:data_processed::1.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:lro_diviner_raw:document_catalog::6.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:insight_rise_raw:trk223_ionosphere::9.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:insight_seis:data_laf::10.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:insight_seis:data_seed::13.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:insight_documents:document_rise::16.0,Product_Collection,true
PDS_GEO,urn:nasa:pds:insight_documents:document_hp3rad::3.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.raw:calibration.wea::1.14,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d7_fsthkp::4.21,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.db_1024tof::4.23,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.2a_hkp::4.23,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.onboard_svy_mom::2.5,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.onboard_svy_spec::2.5,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.coarse_arc_3d::2.5,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.swp1::3.19,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.speclfact::3.19,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.hsbmmf::3.21,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.sep.calibrated:data.spec::1.17,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.e12burstmf::7.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.e12burstlf::7.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.c0_64e2m::4.19,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d0_32e4d16a8m::4.19,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.raw:data.rsr::1.8,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.swp2::3.15,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.pas::3.15,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.hsbmhf::3.15,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.adr::3.15,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.raw:browse.bro::1.26,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d0_32e4d16a8m::4.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d4_4d16a2m::4.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:pvo-oetp:data-electron-lowres::1.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.speclfpas::4.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.pas::4.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.sasm2::2.16,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.usm5::2.16,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.ngms::2.16,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.pte::2.16,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.ngms::2.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.usm4::2.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.usm1::2.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.imu::2.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.calibrated:data.sky::1.24,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.calibrated:calibration.fup::1.24,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.usm4::2.11,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.usm2::2.11,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.gnc::2.11,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.usm2::2.14,Product_Collection,true
PDS_PPI,urn:nasa:pds:insight-ifg-mars:data-ifg-calibrated::4.6,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.fine_arc_3d::1.26,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.onboard_svy_spec::1.27,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.onboard_svy_mom::1.27,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.e12burstmf::6.4,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.fine_arc_3d::2.3,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.derived:data.w.n::6.1,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.specpas::5.15,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.e12burstmf::6.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.c8_32e16d::4.11,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d0_32e4d16a8m::4.11,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.gnc::2.4,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.events::5.1,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.usm1::2.4,Product_Collection,true
PDS_PPI,urn:nasa:pds:lro-crater:data-der-sec::1.5,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.coarse_arc_3d::1.19,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.ngms::2.9,Product_Collection,true
PDS_PPI,urn:nasa:pds:insight-ifg-mars:data-sc-engineering::1.9,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.anc:data.drf.usm1::2.8,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.hsbmmf::3.7,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.adr::3.7,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.euv.modelled:data.minute.spectra::13.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.hsbmlf::3.17,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.hsk::3.17,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.raw:data.adr::3.17,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.raw:data.tnf::1.22,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swea.calibrated:data.svy_spec::3.16,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swea.calibrated:data.svy_3d::3.16,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d0_32e4d16a8m::4.7,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.c0_64e2m::4.7,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.e12bursthf::7.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swia.calibrated:data.onboard_svy_spec::2.12,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.euv.calibrated:data.bands::25.2,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.rose.raw:calibration.dlf::1.19,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.swea.calibrated:data.svy_pad::3.25,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.e12bursthf::5.7,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.specact::5.7,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.lpw.calibrated:data.w.e12burstmf::5.7,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.mag.calibrated:data.pc::2.31,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.mag.calibrated:data.pl::2.31,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d7_fsthkp::4.13,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:telescope::1.0,Product_Collection,true
PDS_ENG,urn:nasa:pds:system_bundle:document_pds4_standards::5.0,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:instrument_host::9.0,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:instrument_host::8.0,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:facility::4.0,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:telescope::9.0,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:target::10.0,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d6_events::4.12,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d0_32e4d16a8m::4.12,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.ca_16e4d16a::4.12,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.cf_16e4d16a16m::4.2,Product_Collection,true
PDS_PPI,urn:nasa:pds:maven.static.c:data.d7_fsthkp::4.11,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:telescope::3.0,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:telescope::2.0,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:target::5.0,Product_Collection,true
PDS_ENG,urn:nasa:pds:context:instrument_host::3.0,Product_Collection,true
PDS_SBN,urn:nasa:pds:orex.mission:document::7.0,Product_Collection,true
