node,date,cumulative_bundles,cumulative_collections,target_bundles,target_collections
PDS_SBN,2024-01-17,146,379,352,1081
PDS_SBN,2024-01-24,147,382,352,1081
PDS_SBN,2024-11-12,148,383,352,1081
PDS_SBN,2025-02-05,148,384,352,1081
PDS_SBN,2025-02-06,150,389,352,1081
PDS_SBN,2025-02-10,154,402,352,1081
PDS_SBN,2025-02-11,159,417,352,1081
PDS_SBN,2025-02-12,160,420,352,1081
PDS_SBN,2025-02-13,162,425,352,1081
PDS_SBN,2025-02-14,163,428,352,1081
PDS_SBN,2025-02-21,165,434,352,1081
PDS_SBN,2025-02-24,165,437,352,1081
PDS_SBN,2025-02-25,166,441,352,1081
PDS_SBN,2025-02-27,169,458,352,1081
PDS_SBN,2025-02-28,171,460,352,1081
PDS_SBN,2025-03-01,174,472,352,1081
PDS_SBN,2025-03-05,175,473,352,1081
PDS_SBN,2025-03-06,176,474,352,1081
PDS_SBN,2025-04-29,177,478,352,1081
PDS_SBN,2025-05-02,178,481,352,1081
PDS_SBN,2025-05-05,178,487,352,1081
PDS_SBN,2025-05-06,179,489,352,1081
PDS_SBN,2025-05-07,179,492,352,1081
PDS_SBN,2025-05-09,179,493,352,1081
PDS_SBN,2025-05-21,179,495,352,1081
PDS_SBN,2025-05-22,182,498,352,1081
PDS_SBN,2025-06-09,182,499,352,1081
PDS_SBN,2025-06-10,187,507,352,1081
PDS_SBN,2025-06-20,188,508,352,1081
PDS_SBN,2025-06-23,188,509,352,1081
PDS_SBN,2025-06-24,190,510,352,1081
PDS_SBN,2025-06-26,191,514,352,1081
PDS_SBN,2025-06-27,191,518,352,1081
PDS_SBN,2025-06-30,191,519,352,1081
PDS_SBN,2025-07-01,191,520,352,1081
PDS_SBN,2025-07-22,192,520,352,1081
PDS_SBN,2025-07-23,194,525,352,1081
PDS_SBN,2025-07-25,195,535,352,1081
PDS_SBN,2025-07-29,196,540,352,1081
PDS_SBN,2025-10-09,196,542,352,1081
PDS_SBN,2025-10-10,197,544,352,1081
PDS_SBN,2025-11-04,197,545,352,1081
PDS_SBN,2025-11-06,197,547,352,1081
PDS_SBN,2025-11-25,199,549,352,1081
PDS_SBN,2025-12-24,200,551,352,1081
PDS_SBN,2026-01-16,229,617,352,1081
PDS_SBN,2026-01-17,232,627,352,1081
PDS_SBN,2026-01-20,258,712,352,1081
PDS_SBN,2026-01-21,262,734,352,1081
PDS_SBN,2026-01-22,263,742,352,1081
PDS_SBN,2026-01-27,264,745,352,1081
PDS_SBN,2026-02-04,265,750,352,1081
PDS_SBN,2026-02-20,266,752,352,1081
PDS_SBN,2026-02-27,269,757,352,1081
PDS_SBN,2026-03-02,270,759,352,1081
PDS_SBN,2026-03-05,271,760,352,1081
PDS_SBN,2026-03-06,271,761,352,1081
PDS_SBN,2026-03-07,272,763,352,1081
PDS_SBN,2026-03-09,274,774,352,1081
PDS_SBN,2026-03-11,276,779,352,1081
PDS_SBN,2026-03-17,278,784,352,1081
PDS_SBN,2026-03-18,279,797,352,1081
PDS_SBN,2026-03-19,280,798,352,1081
PDS_SBN,2026-03-26,283,810,352,1081
PDS_SBN,2026-04-01,284,812,352,1081
PDS_SBN,2026-04-13,285,814,352,1081
PDS_SBN,2026-04-17,286,818,352,1081
PDS_SBN,2026-04-23,286,825,352,1081
PDS_SBN,2026-04-24,288,829,352,1081
PDS_SBN,2026-05-14,289,830,352,1081
PDS_SBN,2026-05-18,292,836,352,1081
PDS_SBN,2026-05-27,293,838,352,1081
PDS_SBN,2026-06-16,294,846,352,1081
PDS_SBN,2026-06-30,295,849,352,1081
PDS_SBN,2026-07-02,296,852,352,1081
PDS_SBN,2026-07-14,297,854,352,1081
PDS_SBN,2026-07-15,299,860,352,1081
PDS_SBN,2026-07-16,300,863,352,1081
PDS_SBN,2026-07-17,301,869,352,1081
PDS_SBN,2026-07-18,302,869,352,1081
PDS_SBN,2026-07-20,303,876,352,1081
PDS_SBN,2026-07-21,306,892,352,1081
PDS_SBN,2026-07-23,307,900,352,1081
PSA,2023-08-23,0,333,2349,12138
PSA,2023-08-24,100,391,2349,12138
PSA,2023-08-25,711,2835,2349,12138
PSA,2023-09-06,788,2997,2349,12138
PSA,2023-09-20,1027,3546,2349,12138
PSA,2023-09-21,1074,3654,2349,12138
PSA,2023-09-22,1074,4075,2349,12138
PSA,2023-09-23,1084,4465,2349,12138
PSA,2023-09-24,1084,4803,2349,12138
PSA,2023-09-25,1505,7691,2349,12138
PSA,2023-09-26,1509,7782,2349,12138
PSA,2023-09-27,1905,8976,2349,12138
PSA,2023-09-28,2316,8989,2349,12138
PSA,2023-10-02,2316,9340,2349,12138
PSA,2023-10-15,2316,9750,2349,12138
PSA,2023-10-27,2316,9770,2349,12138
PSA,2023-10-28,2316,9779,2349,12138
PSA,2023-10-30,2316,10149,2349,12138
PSA,2023-11-14,2316,10482,2349,12138
PSA,2023-11-15,2316,11979,2349,12138
PSA,2024-01-22,2318,11985,2349,12138
PSA,2024-02-21,2319,11987,2349,12138
PSA,2024-03-20,2320,11989,2349,12138
PSA,2024-04-23,2323,12012,2349,12138
PSA,2024-12-05,2327,12021,2349,12138
PSA,2024-12-18,2334,12029,2349,12138
PSA,2025-02-20,2335,12033,2349,12138
PSA,2025-02-22,2335,12035,2349,12138
PSA,2025-03-11,2336,12038,2349,12138
PSA,2025-03-22,2341,12073,2349,12138
PSA,2026-07-22,2349,12138,2349,12138
